,Whisky,Review
3557,Glenrothes 10-year-old  The Soleo Collection,
3558,Glenrothes 12-year-old  The Soleo Collection,"Insanely horny (albeit easier) 12er standard. Very modern and yet unmistakably Glenrothes. For under 40 EUR just top and a buy recommendation if you like it sweet (with spicy twist on the tongue).Damn sweet (freshly opened Haribo Goldberry wrap), grapes and wet grass, some Oloroso sherry, vanilla, slightly earthy background (with a hint of sulfur), no alcohol and no oak in the nose - sweet and pleasingSupple but now a little tingling with the alcohol, bright fruits (very fresh), vanilla, dry sherry sweetness (slightly watered Oloroso) and light oak spice (pepper), stronger and spicy than the nose suggests. Surprises something and stands in contrast to the nose and the finish.Good finish - again dry Oloroso, pepper, bitter oak, a hint of cinnamon. The sweetness rears up again and struggles with the bitterness. Short but very tasty."
3559,Glenrothes 12-year-old  The Soleo Collection,"It slipped past Glendronach 12 as a favorite whisky! Absolutely delicious, intense, complex, uncomplicated and wonderfully balanced.  Edit: The bottle is empty and I have rarely enjoyed a bottle so much and mourned it so much. The Glenrothes 12 year old Soleo is now my absolute favorite whisky. The whisky is perfectly balanced and at its exact peak of maturity. Extraordinary from my point of view."
3560,Glenrothes 12-year-old  The Soleo Collection,"A wonderfully good PGV dram.Sherry, fudge, red and bright fruit. Malt, syrup, herbs and some mint. Sweet and spicy. Oak notes and some tobacco.Slightly on the tongue. In the taste very pleasant: sherrytönig, spicy, with some oak, coffee, syrup, fruit and caramel.Medium. Oak, coffee, fudge and some fruit."
3561,Glenrothes 12-year-old  The Soleo Collection,"Whisky with a good sherry taste, but without any zest in a long tasting, recommended for 25-30 eurosSherry, vanilla, some dried fruit, candy or mint freshness (but only in the first glass)All the same oloroso sherry, sweet and sour, caramel, a little vanilla, medium oak, does not aggravate the taste.Weak, medium, sweet, but one-sided"
3562,Glenrothes 12-year-old  The Soleo Collection,Good beginner who needs some air in the bottle like every Glenrothes in my opinion. Good mix between orange and cinnamon but too thin in the finish due to the 40%.
3563,Glenrothes 12-year-old  The Soleo Collection,Good beginner who needs some air in the bottle like every Glenrothes in my opinion. Good mix between orange and cinnamon but too thin in the finish due to the 40%.
3564,Glenrothes 12-year-old  The Soleo Collection,"Sample. Pours a medium gold, but not that briliant. Scent is tired, wet oak. expressive, bit pineapple, just very... not bright. Damp cellar. Taste is sharp, starts surprisingly boozy, for 'only' 40 ABV. Taste is better than the scent. I get pleasurefull oakyness here, not the damp cellar kind. Tad fruity (pineapple comes to mind again). Oloroso-wood (?) dryness, bit nutty as well. very decent whisky (still, don't love the aroma though). perhaps a bit booze-forward . not troublesome, but worth noting I guess."
3565,Glenrothes 12-year-old  The Soleo Collection,"A nice whisky with more sherry influence than the 10 yoCitrus fruit, sherry, vanilla and oakCreamy and sweet with sherry, vanilla and chocolateMedium long and a bit bitter with oak, sherry and cinnamon"
3566,Glenrothes 12-year-old  The Soleo Collection,"Glenrothes 12 yo Soleo Collection 40%. Pale dark golden if that makes sense. There's not a lot of colour saturation, but what's there is dull/dark.Aroma is candied, pick 'n' mix bag, slight stove gas, pink mice sweets, slightly vegetal and slightly buttery. Taste is light, soft, a little underpowered. Not lacklustre as such - it has just about enough at the abv not to be too flat and watery ... but it's very borderline. Slightest struck match. Faintly buttery. Increasingly peppery. Watery milk with white pepper. Slight oaky bitterness. No heat at all. Any sherry character is subtle. Maybe some lingering charred wood.This is fairly disappointing. It's fine, I suppose, but Glenrothes makes some good whisky and I'm not sure they're doing themselves a great service with putting this out as their flagship whisky. Needs some better casks and a better bottling strength. 3.2/77"
3567,Glenrothes 12-year-old  The Soleo Collection,"Sweet, slightly earthy, typical Glenrothes, melon, apples, light sherry scent, vanilla, berriesMalty, earthy, sweet, oily, oak, very mild, dryrather short, good balance between sweet and dry, fruity, very mild, no bitterness"
3568,Glenrothes 18-year-old  The Soleo Collection,"a soliger Malt but no one in which I burst into jubilation  would have expected more at 18y  Where is the character of Glenrothes?first thin, bananas, sweetish, some grass, vanilla, slightly caramel, later malt, slightly musty / earthy, becomes spicysoft and oily  Oak becomes more, spicy increases, vanilla and caramel come  later: slightly bitter, roasted aromas towards coffee / espressomedium to long  bitter, spicy oak, later vanilla"
3569,Glenrothes 18-year-old  The Soleo Collection,"- a well matured noble 18 year old single malt - comparable in taste to (I even think better) a Dalmore 18 y. - but something at 100 € for the quality shown borderline ...subtle, reserved, fruity, raisins, dry sherry, pleasant subtle oak aromasvery soft start, also here very subtle, oak, sweet sherry, old wood, raisinsmedium-long, slightly fruity finish; medium-long, dry astringent, slightly bitter aftertaste"
3570,Glenrothes 18-year-old  The Soleo Collection,"The sherry looks extremely fake and by no means integrated. The distillery character is unfortunately almost completely destroyed by these barrels.  I think that here worn out Re-Re-Re-Refill barrels ???? were rinsed generously with sherry.  It's a shame at the price!Intense and sweet. Raisins, lots of raisins, dried figs and powdered cloves. Some ground coffee and surprisingly fresh wood.Sweet and sour and soft. A very present note of sherry is quickly replaced by a clear bitterness.Medium long and tart to bitter."
3571,Glenrothes 18-year-old  The Soleo Collection,"Had been opened up for more than one year. the cork was dried up and loose, so the flavour might different.Medium+ intensity, banana, orange, vanilla, some melon, caramelmedium intensity, sweet with a bit bitterness. oak and some fresh gingerMedium finish"
3572,Glenrothes 18-year-old  The Soleo Collection,
3573,Glenrothes 18-year-old  The Soleo Collection,"rich, dark chocolate , vanilla sweetness , egg yolk , after leaving in the glass for few moment it pronounce more floral notes, burnt forest smoke ,thick , round , earthy, wild sourish honey with touch of oak-y bitter, young ginger and some others spices ( cardamon / clove ) . Dry fruits, and dark chocolate.medium to long , black cardamom spice, earl grey tea, and layer of bitter oak @ end"
3574,Glenrothes 18-year-old  The Soleo Collection,
3575,Glenrothes 18-year-old  The Soleo Collection,
3576,Glenrothes 18-year-old  The Soleo Collection,"Room temperature when drinking: 17 ℃  Viewing Eyes: golden yellow  Smell Nose: At first it was caramel, nectar, syrup, cream cake. After a while, juicy high-sugar fruit, longan, canned yellow peach, pineapple syrup, alcohol was very offending.  Taste Palate: It is sweet and has a bitter bottom. Peach, cake covered with margarine, pickled dried fruit with heavy sugar, dried sweet potato, nuts, orange jam, a little milky. At the end is a wooden spice, Xu is cinnamon and pepper.  Finishing: Medium, wood, fallen leaves, orange peel, maltose  Body of the wine: medium to light, full of fat, a certain sense of wrap, a bitter bottom, less tannin  Nose: 84/100  Palate: 82/100  Finish: 82/100  Body: 84/100  Overall: 82/100"
3577,Glenrothes 18-year-old  The Soleo Collection,"A very mature and adult product that keeps on making you happy with every sip you take!The Glenrothes 18Y is packed with vanilla and citrus. The nose is elegant, smooth and oily. Hint of dust (like an old attic).Dry in the mouth and strong in the nose, vanilla with cappuccino. Great bouquet and complex! The 18Y has been beautifully crafted and covers a wide range of tastes and aroma's, love it!Hints of sand, wind, dust, red ceramics, stones, and a touch of metal, are subtle hidden in the aftertaste. Great and long finish. Warm and different."
3578,Glenrothes 25-year-old  The Soleo Collection,"sherry on the nose, with cooked fruit, a pastry return, a little baked glue  the mouth is more expressive with bourbon vanilla, the glue is still cooked, the almonds crushed, oozing, then toasted, a little bitterness  spices with a little coriander, which amplify the aromas, sweet liquorice.  the fruits are cooked, mixed in a compote ""by the fire"", a little quince, oranges with their zest.  the wood is present, the nut too, the caramel vanilla.  spicy, woody, vanilla finish, simple, but long and tenacious, which would have benefited from a smaller reduction."
3579,Glenrothes 25-year-old  The Soleo Collection,"Baked apples, rosewater, blackberries, fruity (oranges, pineapple), nutty, tobaccoOaky, spicy (ginger, nutmeg, cardamom), leathery, nutty, pineapple, toffee, sherryMedium long, oaky, spicy, citrus"
3580,Glenrothes 25-year-old  The Soleo Collection,"Delicious it is, beautiful sherry freight, figs, dates and oak bitterness and spice, but many other whiskys have to offer. Unfortunately, he is then too heavily diluted with 43%, you can tell quite clearly. Price completely overambitious. A pity, Glenrothes."
3581,Glenrothes 25-year-old  The Soleo Collection,"It needs time to open up, I like the smell quite a lot."
3582,Glenrothes 25-year-old  The Soleo Collection,"Underrated whisky, great sherried whisky, match to a Glengoyne or Macallan, lots of ommnnff, raisins, dates, umami, soy sauce."
3583,Glenrothes 25-year-old  The Soleo Collection,"Starts pretty good on the nose and on the palate, becomes a little bit herbal and probably a tad bitter in the endThis one is probably a bit better than the previous 25yo limited release because of the nose and palateToffee, old wooden cabinet, spices, nutmeg, little cinnamon, hints of acacia honey, cooked oranges, tobacco, sherry wood, toasted bread, whiffs of leather - very goodOily, little liquorice, subtle sweetness, dried fruits, dates, figs, spices, little salty, oak wood, little herbal, hints of leather - pretty goodMedium long, warm, spicy, zesty, herbal, a tad bitter and even a bit more leathery"
3584,Glenrothes 25-year-old  The Soleo Collection,"nice color, could be darker with good barrels and 25 years. Scent: surprisingly cautious, something in the background doesn't appeal to you (cardboard / glue?) Taste: unpleasant taste profile (difficult to describe), PX ?, watery, alcohol but poorly integrated despite only 43%, medium-long finish, no enjoyment, not again. Glenrothes is doing itself no favors with such below-average quality at a very ambitious price. There is no longer any interest in trying another bottling of the distillery. Too bad."
3585,Glenrothes 25-year-old  The Soleo Collection,
3586,Glenrothes 25-year-old  The Soleo Collection,"EvolutionThe 25 Year Old Glenrothes from the Soleo Collection is the oldest that is still affordable for mortal man, with a price tag – still hefty, to be sure – of around 300 EUR. The next one in the series is their 40 Year Old which will set you back some 3.000 EUR, so count your blessings. This 25 years old malt matured on sherry casks – hence Soleo, because that hints at the sun of Andalusia, where the casks are sourced.Ooh, that’s a delicious nose. Tropical fruit like oranges and quite a bit of pineapple, overripe bananas and blueberries. This is followed by freshly squeezed orange juice, plums and sniffing tobacco. Rose petal, cassis and a handful of nuts. If you give it your time (which I did), you’ll even discover some salted caramel, rose water and the juice of a pomelo. Very good!Good body. The sweet fruit is immediately supported by a lovely spiciness with cloves and nutmeg in the lead, followed by liquorice, vanilla and cardamom. This is quite nice. Evolves towards leather with a pinch of salt and chewing tobacco in the mix. Mildly drying towards the end.Good finish as well. While not very long, there is a lot going on. Leather, tobacco, plum marmalade, woodsmoke, sunflower oil and the juice of blood oranges.Compex and impressive Glenrothes if you take your time with it. It’s the evolution in the glass that makes me sit on the edge of my seat. Thanks, Timon, for the sample."
3587,Glenrothes 25-year-old  The Soleo Collection,"The Glenrothes 25Y is amazing! This drink is complex and intelligent, very luxurious -a lot of things happening at the same time. Beautiful evolution in the mouth while drinking. Plum-tabac, warmth, prumes, overripe bananas, wet earth, spices, sweets and leather at the end. Wauw.A nose like a time-machine, transporting us back to the old days with long aromas of plum-tabac, prumes, overripe bananas and wet earth.The 25 years gives us a very balanced palet that enters the mouth beautifully. It's not aggressive but it hits you. A clever combination of white clay, sunflower oil, specs of salt, strong spices, a lot of different sweets and at the end some unmistakably tones of leather. Beautiful drink!A lot of things happening in this superb long finish. Hint of spices, some dust and leather, tabac seems to come back, eery fumes, even something rotton (covered with sweets). Interesting and beautiful."
3588,Glenrothes Minister's Reserve,"After tasting the two Elders 'Reserve, the ministers work better (a little more noble, more mature), but only a little - ~ 150 € I would treat them even less than the Elders' their + 90 €. Minister's to the Elders' Prize - that might work. Better / worse, I find no one again, who nobler, easier, more filigree likes -> 21, if you 'prefer intense and clear -> NAS.Direct Comparison Minister's Reserve NAS vs.. 21:  Basic character of both: raisins (rather old than juicy-fresh), caramel (so caramelized sugar, not the creamy stuff), cinnamon-woody  NAS: there is more dusty, old attic, old, sweet tobacco, orange peel, now and then a touch of dry apricot  21: initially fresh, light fruits (apricot, mirabelle), and lighter, but with time in the glass, it catches up in intensity, but remains a little more elegant, set more than the NAS, less edgyboth: good oak, first short, spicy kick, then very creamy  NAS: sweeter, darker, slightly spicier, lightly go towards molasses, sugar beet syrup  21: lighter, feels a little cooler, creamier, dignified, again mirabelle it (jam?), A little brandyboth medium rather than long, but pleasant, sweet-spicy-woody, milk chocolate, brandy, mild-peppery, almost no bitterness - strangely, in contrast to the taste of the 21er comes here a little fuller, stronger, heavier over the NAS"
3589,Glenrothes Minister's Reserve,"Vanilla, oak, cinammon, yellow fruits, toffee, light and nice"
3590,Glenrothes Minister's Reserve,"Nicely balanced and fruity, ver drinkabl eand enjoyable - really good!Fruity, honey, apricot, little vanilla, little cooked and dried fruits, jam - really goodOily, fruity, good sweetness, more ripe apricot, jam, honey, little spices, hints of oak wood - very goodMedium long, warm, fruity little spicy, honey"
3591,Glenrothes Minister's Reserve,Decent NAS. The nose is characterized by sherry and wood. The sherry is rather light in character. Also some citrus fruits. In the mouth the oak has the upper hand. Additional sweetness.  I am missing the special Glenrothes character.
3592,Glenrothes Minister's Reserve,
3593,Glenrothes Minister's Reserve,"Comparison with 21y  a pleasing malt because the oak is not too dominanttropical fruit, oak is getting stronger, sweetness is getting stronger, caramel, apple, some vanilla, some sherry, red gummy (so cherry flavor), something is beating, tea Earlgrey, some tobacco class  later still cocoa, Christmas spices, nuttystrong on the palate  good oak, spicy increases, sweet, dark caramel, cookies, liquorice ?, old woodlong  bitter, toasty, good oak (so sawmill or joinery)"
3594,Glenrothes Minister's Reserve,
3595,Glenrothes Minister's Reserve,"The Minister of the Kirk is the lead authority within the community. Elected by the Kirk Elders for his wealth of experience the Minister is the font of wisdom and commands the utmost respect of his people.Redolent of treacle, Manuka honey, vintage marmalade and dark chocolate, this expression manifests the ability of The Glenrothes to develop great character with perfect integration. Matured for a minimum of 21 years in a higher proportion of Spanish Oak casks, it is the pinnacle of the Manse Brae range and therefore, enjoys the Minister's approval.The Minister's Reserve is exclusive to Travel Retail.Tasting Notes and Comments by GlenrothesResinous, sweet fruity, pink grapefruit, orange boxes.Soft cedarwood, dried fruit peel and tropical fruits with hints of rose.Lingering spicy cedarwood and vanilla."
3596,Glenrothes Whisky Maker's Cut  The Soleo Collection,"[November, 2019] Ooops, I did it again and bought a bottle of sherried whisky without trying it before but because Jim scored it 95 points (and he is very sensitive to sulphur) chances are good this is clean stuff......and it is. This alone is a great achievement in itself (for Glenrothes that often released sulphur-spoiled casks in the past) and I guess sherry whisky lovers will like this very much. It is good to get an impression how paxarette-improved drams tasted in the past (for reasonable bucks) despite I doubt they used paxarette on these casks. To me this dram is a little too simplistic and designed (or in other words: too immature), but this is just my personal taste...The colour is chestnutoloroso sherry and the nose offers a clean sherry profile that reminds me a little of old paxarette-improved drams. This is dry oloroso at its best with all its sweet fruity and sour winey aromas in an appropriate wooden setting. It is pretty fine but a little simple, to be honest. The malt adds almost nothing to the nose, too bad. After significant breathing time the wood grows stronger while the sherry retreats somewhat, I like the initial nose better.The taste is flawless and of a delicious oloroso sherry profile with some barley sugary impressions, at least. The wood is stronger than in the nose but there are mostly spices and less tannins, hence it is enjoyable this way. Again, this profile is rather simple but easy quaffable if you like full-throttle-sherried drams.The dram arrives a little hot on the palate with a warming and peppery mouthfeel and a minor coating effect, only. The finish is rather short and adds some milk chocolatey impressions that are tasty. No bitter-drying moments here what indicates rather short maturation times (hence NAS). Water strenghtens the sherry aromas again both in the nose and on the palate - I like this dram best when reduced to about 43% abv."
3597,Glenrothes Whisky Maker's Cut  The Soleo Collection,"Olé!Exactly two years ago, in September 2018, Glenrothes announced that they were abandoning the so-called Vintages. In it’s stead they put out the Soleo Collection with age statement. They now have a 10, 12, 18, 25 and even 40 Year Old. The only exception is this Whisky Maker’s Cut, that is bottled at a slightly higher ABV and matured on sherry casks from Andalusia.The nose is very clean and creamy with hints of hazelnut, caramel and blood oranges. Very soft notes of nutmeg and some fresh tea leaves. The wood slowly becomes louder. Far from bad, but nothing spectacular either.Oh! I spoke too soon! On the palate, this is a nice flavor bomb. Honeysweet on oloroso and vanilla with a good spiciness. Sweet malt and lots of fruit like raisins, plums and oranges caress the tongue. It’s not the most complex Glenrothes, but it is certainly a very pleasant and quaffable sherry matured malt with some punch.In the long, spicy and warm finish it suddently turns quite creamy, making me daydream of a summer holdiday. Soleo, olé!Good and very fairly priced (around 50 EUR). Bang for your buck. Thanks, Timon."
3598,Glenrothes Whisky Maker's Cut  The Soleo Collection,"RATING: 86pts – |83 – 86 (B) → Good| — Not a “must”, but a nice-to-have.The nose is beautifully sherried with domination of harsh prunes, red berries and raisins along with mild chocolate.The taste is full-bodied and has a nice sourness of brown raisins, milk chocolate, coffee followed by caramel.The finish is medium lenght, spicy and has hints of raisins, chocolate and a nice pepperiness on the back."
3599,Glenrothes Whisky Maker's Cut  The Soleo Collection,"not really my type of whisky. seems to be like a basic sherry, but not mine .."
3600,Glenrothes Whisky Maker's Cut  The Soleo Collection,A rock solid Glenrothes. The barrel and sherry aroma are beautifully interwoven. It's nice that there is such a drop in the core range.
3601,Glenrothes Whisky Maker's Cut  The Soleo Collection,"Quite sulphuric, which doesn't please me."
3602,Glenrothes Whisky Maker's Cut  The Soleo Collection,"Sherry and sulfur, too much tannins in the finish"
3603,Glenrothes Whisky Maker's Cut  The Soleo Collection,"Alcohol: 48.8% Aroma: Rich sherry, sweet fruit to flower, raisins, dried berries. (88 b) Taste: Slightly sloping after a very nice aroma. Mostly dry, but quite spicy, sherry is quite familiar. (86 b) Points: 87/100 Summary: Tasted at the Whisky Festival 2021 in Malá Morávka."
3604,Glenrothes Whisky Maker's Cut  The Soleo Collection,
3605,Glenrothes Whisky Maker's Cut  The Soleo Collection,"The nose is great! Typical new sherry, which I like very much. Over time it becomes even softer and fuller in the nose. Alcohol barely noticeable.In the mouth, unfortunately, a disappointment. Short sherry fruitiness and incredibly hot. Alcohol not well integrated. With a little water, it remains uncomfortably sharp. The sharpness only gets down if you add significantly more water. From around 40% vol. It is then ok. Aromas then also evaporate in the mouth and it quickly becomes watery.The finish is short with light sherry flavors. Otherwise he is pale. Hardly noticeable of the aromas with water."
3606,Glentauchers 15-year-old  Ballantine’s Series No. 003,"perfumey, fruity, cloves, honeysucklevanilla, caramel, american oak, honeyshort, cloves, raisins, old wood"
3607,Glentauchers 15-year-old  Ballantine’s Series No. 003,"Ballantine's uses several single malts in its blends, which have a strong impact on the bottlings. In order to show the individual components, the 3 most important malts have now been bottled as single malts. With its fruity berry aroma and fresh citrus notes, the Glentauchers Malt is at the heart of Ballantine's blends. Series No. 3Sweet after citrus fruits, hazelnut notes and a hint of heather.Fruity and sweet with red berries and barley sugar.Long-lasting."
3608,Glentauchers 15-year-old  Ballantine’s Series No. 003,"Amber color. Not oily.Sweet aroma. Enjoyable. Lots of honey. Also a lot of fruit. Rather yellow. Peaches and apricots closest. Spicy spices. Cinnamon. Much more caramel the second time.A little bit of sweetness, a little honey. A bit of caramel. However, the bitterness of oak dominates. Not that spicy, but a lot of it. Also more spices, but more towards pepper. There are also fruit aromas underneath.A bit spicy. Lots of oak. Slightly warming up. Cocoa and chocolate appear, which is interesting. Traces of fruit underneath, but relatively few for a nose. Medium-length finish. Pretty alcoholic."
3609,Glentauchers 15-year-old  Ballantine’s Series No. 003,"These Glentauchers are presented as an ingredient, something that is needed to make a blend. 15 years old, not a bad thing anyway - but well, the blend is Ballantines, one of my first friends in the whisky odyssey that I have taken in recent years. It was the 17YO that I liked at the time - which excludes participation from this, since the 17YO contains whisky that is at least 17 years old.  This is a look at it. Disaster. Delightful, of course. Soft, mild, smooth, smooth is the word. I picture myself with a tumbler with ice and this scotch being a little bit James Bond - were it not for drinking that vodka martini and never leaving ice nor tumblers near my whisky. Vanilla ice cream, with an egg smooth soft finish, not too long, but very good. Slobber whisky is an insult to such a cultured Scotch - yes, capitalized indeed - but I can imagine you just make a bottle of a soldier one night without noticing it. That will certainly become noticeable the next day. Good stuff, this one. 87 points."
3610,Glentauchers 15-year-old  Ballantine’s Series No. 003,"Bold distinct flavors, definitely punches above its price range at the 40€ mark. Also easily best of the three releases with big citrus notes and robust malt. The only downside to this whisky is the proof."
3611,Glentauchers 15-year-old  Ballantine’s Series No. 003,
3612,Glentauchers 15-year-old  Ballantine’s Series No. 003,21 20 21 21 83
3613,Glentauchers 15-year-old  Ballantine’s Series No. 003,N21 P20 F20 B21
3614,Glentauchers 15-year-old  Ballantine’s Series No. 003,"Again a good introduction malt to Glentauchers. Will not please everybody, but will please most. A well blended single malt.Sweet, some eau de cologne. A hint of malt and a little touch of yeast. Not bad, not very good. A moderate, but proper introduction malt to glentauchers.Sweet and sour. Some grassy notes. This one is a rather robust malt, but it suits me well. There is a creamy texture on this whisky which I like. In general it is sweet and quite easy drinkable.Medium length. Full on caramel and some wood notes. It fades away with some bitter dry notes."
3615,Glentauchers 15-year-old  Ballantine’s Series No. 003,"The boldest of the 3 expressions, in my opinion. Almost beat out Glenburgie, but this didn't quite have the same level of complexity to it. Still a solid dram worth trying.Fresh butter and whole-grained short-bread soaked with cognac, a rush of fresh fruit and floral citrus, oak, and very faint grappa.Honeyed-malt and melon, oak and dried-fruits (peaches, pineapples, and apples), sweet floral note and earthy-vanilla, and quickly fading baking-spices.Mixed grains, floral green-melon, and a mix of oak tannins and vanilla-pod and fruit cordial infused with ginger."
3616,Glentauchers 15-year-old  Special Distillery Bottling - Allied,"[April, 2014]  I had a dram at the bar of the Craigellachie hotel.  This is one bottling out of six for a special millennium edition intended for sale to Allied employees only but as it was rather weakish a lot of bottles found their way into specialist retail shops for quite a lot of money back then (150 Deutschmark = 77 Euro in mid 2000). In my old rating system (ten scales that translate into WB points: 50 - 66 - 75 - 80 - 82,5 - 85 - 87,5 - 90 - 92,5 - 95) I scored it 82,5.  My notes state a nice bourbon cask profile with only a few flaws.  This is the best bottling out of this edition, but nevertheless not really good.  But why bottled Allied such flawed stuff for their employees?"
3617,Glentauchers 15-year-old  Special Distillery Bottling - Allied,"Nice old fashioned Speyside. Not outstanding, but always enjoyed drinking, because even today you can no longer find it in terms of profile. I like it."
3618,Glentauchers 2006,"Unfortunately a bit out of round in places, but otherwise also quite good to drink in terms of drinking strength.The nose says Oloroso, nutty notes, plum, seems a bit closed, unfortunately it only indicates that it will get better with time, some vanilla comes through underneath and a tingly sweetness, was just an intermezzo, now he's hiding again, also some dark chocolate after the first sipoily, sweet, plum, a bit tingly, not so nutty here, more dark fruit, sticky, always sweeter, a bit of oak, almost like raisin concentrate, you can still tell the youth a bit, it is intense for its 46%Raisins still on the back, warming, oak on the palate, the mouth is covered, almost a little numb, medium length"
3619,Glentauchers 2006  The Distillery Reserve Collection,
3620,Glentauchers 2006  The Distillery Reserve Collection,"It's quite unique to taste a Glentauchers matured in a sherry cask, but I would have loved to see at least a bit of the Glentauchers character in here. So it loses some points here for me. It's still nice though and if you like your sherry bomb then you probably would love this.A real sherry influence here, as expected. Dried fruits, like raisins and dried figs. A leather note and dark chocolate. Then it starts to become fruitier, with mainly dark forest fruits such as blueberries, sweet blackberries and dark cherries. Some honey here as well. Followed by caramel fudge and a hint of toffee. After a while, it also gets a hint of red berries. Nice, but not much of the Glentauchers character so far. With water: somewhat less heavy. It becomes fruitier and it adds some freshness from oranges and a hint of lemons. Strawberries too.Sweet forest fruits at first, blueberries and sweet ripe blackberries again. This is followed by leather. A sweet note from honey. And spices, cinnamon, nutmeg, black pepper and chilli peppers. I think we need some water here.... Sooo, with water: That's better. Sweeter, fruitier and less spicy but the chilli peppers are still here. It adds some lovely dark chocolate as well.Long with spices and burnt caramel. With water: adds chocolate and honey."
3621,Glentauchers 2006  The Distillery Reserve Collection,"What a good dram. Colored in darkest amber is perfectPot Still Glasgow 06.09.2019Dark sulphurised dried fruit plums, raisins, black coffee,  dark chocolate,  No alcoholic noteHeavy sweetness, chocolate, spicy with cinnamon and prune, leathery, chewing tobacco, mouth-filling, stimulating salivaLong, heavy, with tobacco and leather  An ideal whisky for the winter evening by the fireplace"
3622,Glentauchers 2007  The Distillery Reserve Collection,"This was ok but in truth the sherry was so heavy it swamped the distillery profile, too heavy going for my liking."
3623,Glentauchers 2007  The Distillery Reserve Collection,
3624,Glenturret 10-year-old - Peat Smoked  2020 Maiden Release,"The nose is interesting. Smoke and dark berries complement each other here, creating a fairly heavy, dense aroma. Behind this berry compote I find charred wood, even ash. I also like the keyword frankincense mentioned here. There are also polished wood, burnt caramel, boiled apples and subtle salty notes.Smoke, spices and berries spread in the mouth. It's a dance of sweet fruits, sour notes and the smoke that wraps around a conglomerate of grapefruit, berries, citrus fruits and honey sweetness.The finish is long with smoke, oak and coffee."
3625,Glenturret 10-year-old - Peat Smoked  2020 Maiden Release,"....never had glenturret in a glass that I remember. So let's see it's a smoked Highlander in blind tasting I would guess young Ledaig ib...(nose)-- the nose is very ashy some coal and earthy smell ( old houses and leather) some odd touch of Weihrauch but just in the back - not like you're sitting in the front row of the church...taste/ development..sweet... sharp, rough (alcohol) smoke, earthy dark Espresso / leathery notes, cacao and burnt sugar... ash some citral and salty notes.. later loads of white pepper (maybe hints of ginger but not too gingery) pops in .. finish medium to long.. ash, oak camomile (?) ..this is some dirty motherfucker in a great Decanter (think the glass alone is worth the 37 EUR) it looses a lot in development and finish...I may go up with the rating after some glasses we'll see.. definitely not my style of smoke atm"
3626,Glenturret 10-year-old - Peat Smoked  2020 Maiden Release,"Glenturret 10yo Peat Smoked 50%. 30ml at home, Aug 2021.Pale dull orange. Aroma is spiced apple pie, charred wood, a touch of those thin dried seaweed sheets, peppery ... maybe some muddy wellies … but it's mostly all those other things I said before I lost the plot. Gets papery later on. Taste is very soft at 50%. I'm sure it would drink like water if it were diluted to 40% - they did the right thing bottling it stronger. It has a watery impact with some peppery flavours, leading to charred wood on the linger. This is perhaps the softest and easiest 50% whisky I can remember drinking. It's actually quite hard to discern flavours from it - other that those that come from the peat that is. Yes, some oily peat, some fumey smoke, char and burnt food bits scraped from a bbq. Quite a straight-forward sort of peat sitting on that easy watery spirit. No obvious cask character and no obvious base spirit character either. Just clean and easy peat smoke delivery. A good whisky without a doubt, with an almost unrivalled level of softness at the ABV, although not massively stand-out otherwise. 3.5/84"
3627,Glenturret 10-year-old - Peat Smoked  2020 Maiden Release,"This. Is. Good. If you’re a regular reader of my blog, you know I’m a peat head. But well, as I’ve already said, peat is God’s way to tell us “I love you”! This is good, this is fresh, this is complex with lots of layers and flavours to pick, a longer and calmer sitting with this would make me probably write twice longer notes, but for once I don’t want to publish this blog post too long after the tasting. Anyway. It’s cheap, while the Triple Wood might have been a bit expensive for what it offered, the five additional pounds here make you jump to another level. Definitely worth the price.No doubt, peat was involved! Wood smoke, citrusy and fresh, this starts really well. Slightly salty, it also delivers vanilla and honey on the nose, Band-Aid plasters, and the feeling of walking inside a forest by the sea. It also makes me think of gin, maybe a juniper note? Reduction didn’t change much the nose, maybe a tad sweeter.Surprisingly light arrival for a 50% abv, the alcohol doesn’t bite you at all. Soot, heavily charred oak, with a lasting sourness of roasted lemons, coffee grounds, grapefruit juice and ginger. The alcohol is very well integrated, it absolutely doesn’t require water. After a while, chocolate and ash appear. Water makes it slightly more peppery.Medium long on lemon, bitter orange, oak char, with a lasting warmth in the throat."
3628,Glenturret 10-year-old - Peat Smoked  2020 Maiden Release,"For me, a combination of distillery character and peat that is not the right one for me. As with all Glenturrets of the new Maiden release, I like that the finish is very long. I see the peat as an experiment, I wouldn't buy a large bottle.Rauchig, zimtigAsh, tobacco, slightly fruity-floralFruity, ashy, tropical fruits and a prominent banana, long finish"
3629,Glenturret 10-year-old - Peat Smoked  2020 Maiden Release,"I seem to have been less convinced than many other reviewers here. The experience is marred by relatively prominent rubber notes as well as a background floral/varnish note that I also find in the GT 12yo. A dirty peater that is not bad per se, but falls short of the Islay benchmarks."
3630,Glenturret 10-year-old - Peat Smoked  2020 Maiden Release,"Phew, I'm surprised. Delicious, are there wine barrels in there? Can't complain, also OK in terms of price. Exciting. Blinsample.Young fruity notes on the nose, something lactic acid, yogurt, the peat is still so blatant, but not only in the background. Over time, oak that has set, somewhat vinous, also tart, even if the distillate still looks quite young overall.Very strong in the mouth, peppery, only a little sweet, immediately pine resin, oily peat, some fruit.The finish is long on strong smoke, tart oak, menthol, some wine aromas, plus a slight sweetness, but rather dry smoky notes."
